PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,SUM
122,GRAND LARCENY                         ,428,434,423,527,565,532,535,513,570,454,410,381,454,404,306,6936
122,GRAND LARCENY OF MOTOR VEHICLE                                  ,667,532,386,288,257,230,265,222,170,158,118,115,107,62,57,3634
122,TOTAL SEVEN MAJOR FELONY OFFENSES,1692,1434,1354,1252,1356,1284,1203,1259,1257,1079,1008,1007,1108,879,720,17892
123,MURDER & NON NEGL. MANSLAUGHTER                                ,2,2,0,1,1,1,2,2,1,1,2,2,1,0,1,19
123,RAPE                                  ,3,2,4,4,3,3,0,2,5,4,2,1,5,5,0,43
123,ROBBERY                               ,35,30,29,33,29,44,29,28,37,35,22,37,29,23,15,455
123,FELONY ASSAULT                        ,67,57,50,49,56,55,25,56,37,50,48,49,59,47,47,752
123,BURGLARY                              ,162,140,153,112,114,138,130,140,163,102,111,101,88,92,91,1837
123,GRAND LARCENY                         ,101,90,116,137,166,233,175,181,191,171,147,175,183,171,194,2431
123,GRAND LARCENY OF MOTOR VEHICLE                                  ,266,193,143,131,95,96,114,87,81,51,39,48,31,40,30,1445
123,TOTAL SEVEN MAJOR FELONY OFFENSES,636,514,495,467,464,570,475,496,515,414,371,413,396,378,378,6982
DOC,MURDER & NON NEGL. MANSLAUGHTER                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC,RAPE                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC,ROBBERY                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
DOC,FELONY ASSAULT                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,402
DOC,BURGLARY                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC,GRAND LARCENY                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
DOC,GRAND LARCENY OF MOTOR VEHICLE                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC,TOTAL SEVEN MAJOR FELONY OFFENSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,413
